nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 08:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 08:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 08:20:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 08:20:00",5910,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 08:20:00",70,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 08:20:00",680,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 08:20:00",2880,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 08:20:00",2630,"Status : Siaga 1"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 08:20:00",2660,"Status : Siaga 1"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 08:20:00",-1950,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 08:20:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 08:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 08:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 08:20:00",3390,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 08:20:00",1680,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 08:20:00",710,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 08:20:00",2090,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 08:20:00",1610,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 08:20:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 08:20:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 08:20:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 08:50:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 08:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 08:50:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 08:50:00",5900,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 08:50:00",90,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 08:50:00",730,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 08:50:00",2860,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 08:50:00",2640,"Status : Siaga 1"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 08:50:00",2680,"Status : Siaga 1"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 08:50:00",-1940,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 08:50:00",570,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 08:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 08:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 08:50:00",3460,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 08:50:00",1700,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 08:50:00",710,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 08:50:00",2120,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 08:50:00",1640,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 08:50:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 08:50:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 08:50:00",1620,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 09:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 09:20:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 09:20:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 09:20:00",5900,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 09:20:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 09:20:00",860,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 09:20:00",2890,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 09:20:00",2590,"Status : Siaga 1"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 09:20:00",2630,"Status : Siaga 1"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 09:20:00",-1910,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 09:20:00",570,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 09:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 09:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 09:20:00",3460,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 09:20:00",1740,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 09:20:00",710,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 09:20:00",2150,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 09:20:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 09:20:00",1010,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 09:20:00",1700,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 09:20:00",1590,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 09:40:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 09:50:00",190,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 09:50:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 09:50:00",5890,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 09:50:00",110,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 09:50:00",990,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 09:50:00",2900,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 09:50:00",2510,"Status : Siaga 1"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 09:50:00",2560,"Status : Siaga 1"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 09:50:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 09:50:00",570,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 09:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 09:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 09:50:00",3520,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 09:50:00",1690,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 09:50:00",710,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 09:50:00",2150,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 09:50:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 09:50:00",1010,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 09:50:00",1710,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 09:50:00",1580,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 10:20:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 10:20:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 10:20:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 10:20:00",5900,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 10:20:00",120,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 10:20:00",1030,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 10:20:00",2870,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 10:10:00",2470,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 10:20:00",2490,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 10:20:00",-1850,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 10:20:00",570,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 10:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 10:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 10:20:00",3500,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 10:20:00",1630,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 10:20:00",690,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 10:20:00",2120,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 10:10:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 10:20:00",1000,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 10:20:00",1710,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 10:20:00",1550,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 10:40:00",160,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 10:40:00",200,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 10:40:00",790,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 10:40:00",5880,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 10:40:00",120,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 10:40:00",1050,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 10:40:00",2850,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 10:40:00",2360,"Status : Siaga 2"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 10:40:00",2410,"Status : Siaga 2"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 10:40:00",-1820,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 10:40:00",560,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 10:40:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 10:40:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 10:40:00",3470,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 10:40:00",1570,"Status : Siaga 3"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 10:40:00",730,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 10:40:00",2070,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 10:40:00",1630,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 10:40:00",1020,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 10:40:00",1710,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 10:40:00",1510,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 21:50:00",210,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 21:50:00",250,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 21:50:00",910,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 21:50:00",5890,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 21:00:00",100,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 21:50:00",820,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 21:50:00",2480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 21:50:00",1440,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 21:00:00",1480,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 21:50:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 21:50:00",590,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 21:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 21:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 21:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 21:50:00",670,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 21:50:00",730,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 10:40:00",2070,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 21:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 21:50:00",890,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 21:50:00",1490,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 21:50:00",1720,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 22:20:00",200,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 22:20:00",240,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 22:20:00",890,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 22:20:00",5890,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 22:20:00",130,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 22:20:00",820,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 22:20:00",2480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 22:20:00",1410,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 22:00:00",1500,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 22:20:00",-1880,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 22:20:00",590,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 22:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 22:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 22:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 22:20:00",690,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 22:20:00",730,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 10:40:00",2070,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 22:20:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 22:20:00",840,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 22:20:00",1500,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 22:10:00",1670,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 22:50:00",180,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 22:50:00",230,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 22:50:00",900,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 22:50:00",5890,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 22:50:00",140,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 22:50:00",840,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 22:50:00",2480,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 22:50:00",1350,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 22:00:00",1500,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 22:50:00",-1900,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 22:50:00",590,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 22:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 22:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 22:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 22:50:00",680,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 22:50:00",720,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 10:40:00",2070,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 22:50:00",1600,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 22:50:00",890,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 22:50:00",1510,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 22:50:00",1650,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 23:20:00",190,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 23:20:00",220,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 23:20:00",880,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 23:20:00",5900,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 23:20:00",270,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 23:20:00",-40,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 23:20:00",2490,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 23:20:00",1400,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 23:00:00",1550,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 23:20:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 23:20:00",590,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 23:20:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 23:20:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 23:20:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 23:20:00",670,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 23:20:00",720,"Status : Normal"
"Pompa Kali Duri (Kalijodo)","Kali Duri",-6.142320,106.790390,"2021-12-04 10:40:00",2070,"Status : Normal"
"P.A. Istiqlal  ",Ciliwung,-6.168254,106.831350,"2021-12-04 23:20:00",1620,"Status : Normal"
"P.A. Jembatan Merah",Ciliwung,-6.149068,106.834214,"2021-12-04 23:20:00",820,"Status : Normal"
"P.A. Flusing Ancol",Ciliwung,-6.129859,106.831254,"2021-12-04 23:20:00",1520,"Status : Normal"
"P.A. Hek","Kali Baru Timur",-6.287305,106.870630,"2021-12-04 23:20:00",1750,"Status : Normal"
"Bendung. Cibalok - Gadog",Ciliwung,-6.653417,106.869551,"2021-12-04 23:50:00",200,"Status : Normal"
"Bendung. Katulampa (Hulu)",Ciliwung,-6.633167,106.836806,"2021-12-04 23:50:00",220,"Status : Normal"
"PS. Depok",Ciliwung,-6.400514000,106.832143000,"2021-12-04 23:50:00",970,"Status : Normal"
"PA. Manggarai",Ciliwung,-6.207825,106.848458,"2021-12-04 23:50:00",5910,"Status : Normal"
"PS. Krukut Hulu",Krukut,-6.343900,106.798874,"2021-12-04 23:50:00",330,"Status : Normal"
"Pompa Cideng","Cideng Siantar",-6.173271,106.806351,"2021-12-04 23:50:00",540,"Status : Normal"
"P.A. Karet","Banjir Kanal Barat",-6.197901,106.810075,"2021-12-04 23:50:00",2500,"Status : Normal"
"P.A. Marina Ancol ",Laut,-6.125585,106.830154,"2021-12-04 23:50:00",1400,"Status : Normal"
"Pompa Pasar Ikan",Laut,-6.126132,106.809783,"2021-12-04 23:00:00",1550,"Status : Normal"
"Pompa. Pluit","Waduk Pluit",-6.109642,106.796954,"2021-12-04 23:50:00",-1890,"Status : Normal"
"PS. Pesanggrahan",Pesanggrahan,-6.397111000,106.771825000,"2021-12-04 23:50:00",590,"Status : Normal"
"PS. Angke Hulu",Angke,-6.220047,106.694137,"2021-12-04 23:50:00",500,"Status : Normal"
"PS. Sunter Hulu",Sunter,-6.317920000,106.920901000,"2021-12-04 23:50:00",1040,"Status : Normal"
"PA. Pulo Gadung",Sunter,-6.191,106.904194,"2021-12-04 23:50:00",3270,"Status : Normal"
"Pompa Yos Sudarso 1","Sunter Timur",-6.155547,106.885975,"2021-12-04 23:50:00",660,"Status : Normal"
"PS. Cipinang Hulu","Cipinang Hulu",-6.374264,106.883862,"2021-12-04 23:50:00",720,"Status : Normal"
